MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,PavedDrive,WoodDeckSF,OpenPorchSF,Fence,MoSold,YrSold,SaleType,SaleCondition,SalePrice
20,3,4.094344562,7200,2,1,4,3,0,4,3,12,2,2,0,2,5,5,1950,1950,3,1,8,8,2,0,3,3,1,1,1,1,1,0.693147181,1,0,42,1,4,1,4,1048,4.700480366,1048,0,0,1,0,1.098612289,1,3,7,6,1,2,2,0.693147181,6.040254711,4,3,2.48490665,3.295836866,1,7,2008,9,6,98300
20,3,4.442651256,10452,2,1,3,3,0,4,3,7,2,2,0,2,6,5,1953,1953,3,1,13,14,3,5.375278408,3,3,1,4,4,3,4,6.214608098,2,594,1094,1,5,1,4,1094,4.700480366,1094,0,0,1,0,1.098612289,1,3,5,7,5,6,3,0.693147181,6.204557763,4,3,2.48490665,1.386294361,1,6,2008,9,6,155000
60,3,4.248495242,7700,2,1,4,3,0,4,3,12,4,2,0,5,6,5,1966,1966,1,1,8,8,1,5.860786223,3,3,1,4,4,2,2,0.693147181,2,756,756,1,3,1,4,1051,6.66949809,1839,0,0,1,1,1.386294361,1,3,7,7,4,6,2,0.693147181,6.091309882,4,3,2.48490665,4.820281566,1,6,2010,9,6,155000
180,4,3.044522438,1936,2,1,4,3,0,4,3,10,2,2,3,6,4,6,1970,1970,1,1,5,5,2,0,3,3,1,5,4,4,5,4.875197323,7,0,630,1,4,1,4,630,4.700480366,630,1,0,1,0,0,1,3,3,7,1,1,1,0,5.075173815,1,3,2.48490665,1.386294361,4,12,2007,9,6,84500
60,1,4.17438727,8125,2,1,4,3,0,4,3,21,2,2,0,5,7,6,2007,2007,1,1,5,5,4,5.120983351,4,3,2,5,4,2,2,0.693147181,2,813,813,1,5,1,4,822,6.736966958,1665,0,0,2,1,1.098612289,1,4,7,7,1,6,3,0.693147181,6.33150185,4,3,2.48490665,1.386294361,1,5,2008,9,6,205950
70,3,4.094344562,9084,2,1,4,3,0,4,3,7,0,2,0,5,4,5,1940,1950,1,1,8,8,2,0,3,3,1,4,4,3,2,0.693147181,2,755,755,1,3,1,4,755,6.626717749,1510,1,0,1,0,1.386294361,1,3,7,7,5,2,2,0,5.690359454,3,2,4.787491743,1.386294361,4,10,2009,9,6,108000
60,3,4.248495242,8750,2,1,4,3,0,4,3,5,2,2,0,5,7,5,1996,1996,1,1,12,13,2,0,4,3,2,5,4,2,2,0.693147181,2,880,880,1,5,1,4,909,6.693323668,1716,0,0,2,1,0.693147181,1,4,7,7,4,6,3,0.693147181,6.238324625,4,3,2.48490665,4.787491743,1,7,2009,9,6,191000
50,4,4.094344562,10320,2,3,4,3,0,4,3,9,2,2,0,0,6,7,1906,1995,1,1,8,8,2,0,3,3,1,4,4,2,2,0.693147181,2,756,756,1,5,1,4,756,6.56948142,1469,0,0,1,0,1.098612289,1,3,7,7,1,2,2,0,5.375278408,4,3,4.043051268,1.386294361,4,6,2008,9,6,135000
20,3,4.510859507,10437,2,1,3,3,0,4,3,15,2,2,0,2,8,6,1995,1995,3,1,8,8,1,6.037274083,4,4,2,5,4,5,7,7.436027816,2,413,2052,1,5,1,4,2113,4.700480366,2113,1,0,2,1,0.693147181,1,4,7,7,4,6,4,1.098612289,6.732210706,4,3,5.463831805,3.828641396,1,8,2008,9,6,340037.5
160,4,3.044522438,1680,2,1,4,3,0,4,3,2,2,2,3,5,6,5,1971,1971,1,1,6,7,1,5.942799375,3,3,1,4,4,2,2,0.693147181,2,525,525,1,3,1,4,525,6.340359304,1092,0,0,1,1,1.098612289,1,3,6,7,1,2,2,0,5.575949103,4,3,2.48490665,1.386294361,1,3,2010,9,2,88000
20,3,4.276666119,10007,2,1,3,3,0,4,3,12,2,2,0,2,5,7,1959,2006,1,1,6,6,1,3.988984047,4,3,1,4,4,2,6,6.692083743,2,247,1053,1,5,1,4,1053,4.700480366,1053,1,0,1,1,1.098612289,1,4,5,7,1,6,3,0,5.743003188,4,3,2.48490665,1.386294361,4,8,2008,9,6,145500
70,3,4.094344562,7200,2,1,4,1,0,4,2,6,2,2,0,5,7,6,1931,2000,1,1,11,15,2,0,3,2,0,5,4,2,2,0.693147181,2,776,776,1,3,1,4,851,6.478509642,1502,0,0,1,1,1.098612289,1,3,6,7,5,6,3,0,5.598421959,4,2,2.48490665,1.386294361,4,2,2008,9,6,149000
50,3,4.356708827,17503,2,1,4,3,0,4,3,12,0,2,0,0,6,5,1948,1950,1,1,12,13,2,0,3,3,1,4,4,2,2,0.693147181,2,912,912,1,3,1,4,912,6.302618976,1458,0,1,1,0,1.098612289,1,3,6,7,5,6,2,0,5.799092654,4,3,5.257495372,1.386294361,1,1,2010,9,5,97500
20,3,4.317488114,9937,2,1,4,3,0,0,3,7,2,2,0,2,5,7,1964,1999,3,1,8,8,2,0,3,4,2,4,4,2,5,6.456769656,2,849,1486,1,5,1,4,1486,4.700480366,1486,1,0,1,0,1.098612289,1,3,7,7,1,2,4,0.693147181,6.173786104,4,3,2.48490665,1.386294361,4,3,2009,9,6,167000
60,3,3.044522438,12384,2,1,4,3,0,1,3,14,2,2,0,5,7,7,1976,1976,1,1,9,10,1,5.451038454,3,3,1,5,4,2,2,0.693147181,2,793,793,1,3,1,4,1142,6.675823222,1935,0,0,2,1,1.098612289,1,3,7,7,4,6,3,0.693147181,6.309918278,4,3,2.48490665,4.727387819,1,11,2007,9,6,197900
60,3,3.951243719,17673.5,2,1,2,3,0,1,3,15,2,2,0,5,8,7,1994,2005,3,1,12,13,1,6.037274083,4,3,2,5,5,2,7,7.215975003,4,88,1629,1,5,1,4,1686,6.635946556,2448,1,0,2,1,1.386294361,1,4,8,7,4,6,3,1.098612289,6.56667243,4,3,6.040254711,4.33073334,1,7,2009,9,6,340037.5
20,3,4.787491743,13560,2,1,4,3,0,0,3,12,2,2,0,2,6,3,1968,1968,3,1,13,14,1,5.375278408,3,3,1,3,3,2,2,0.693147181,2,1392,1392,1,4,1,4,1392,4.700480366,1392,1,0,1,0,0.693147181,1,3,5,2,4,6,3,0.693147181,6.356107661,4,3,2.48490665,1.386294361,1,7,2009,9,6,110000
85,3,4.49980967,10012,2,1,4,3,0,4,3,7,2,2,0,6,4,5,1972,1972,1,1,9,10,2,0,3,3,1,5,4,4,5,6.82437367,4,38,1138,1,3,1,4,1181,4.700480366,1181,1,0,2,0,1.098612289,1,3,6,7,1,2,3,0.693147181,6.376726948,4,3,2.48490665,1.386294361,4,4,2008,9,6,137500
20,3,3.891820298,17673.5,2,1,2,3,0,1,3,21,6,2,0,2,8,5,2005,2006,1,1,12,13,2,0,4,3,2,6,4,3,7,7.450660796,2,356,2052,1,5,1,4,2097,4.700480366,2097,1,0,1,1,0,1,5,8,7,6,6,4,1.098612289,6.844016438,4,3,5.257495372,5.135798437,1,1,2006,7,1,340037.5
60,3,4.663439094,11194,2,1,3,3,0,0,3,8,2,2,0,5,8,5,2000,2000,1,1,12,13,1,3.688879454,4,3,2,5,4,2,2,0.693147181,2,1406,1406,1,5,1,4,1454,6.177944114,1936,0,0,2,1,1.098612289,1,4,7,7,4,6,3,0.693147181,6.222576268,4,3,5.236441963,4.820281566,1,11,2006,9,6,230500
60,3,3.044522438,17673.5,2,1,3,3,0,4,3,12,2,2,0,5,6,5,1965,1979,0,5,9,10,0,4.727387819,3,4,1,5,4,2,3,5.231108617,4,111,1021,1,3,1,4,1465,6.818924065,2380,0,0,2,1,1.098612289,1,3,7,1,2,3,2,0.693147181,6.390240667,4,3,2.48490665,5.135798437,1,8,2007,9,5,129000
20,3,4.17438727,8125,2,1,4,3,0,4,3,20,2,2,0,2,6,5,1994,1998,1,1,6,6,1,5.552959585,3,3,2,5,4,2,7,7.037027615,2,270,1408,1,5,1,4,1679,4.700480366,1679,1,0,2,0,1.098612289,1,4,7,7,3,6,3,0.693147181,6.354370041,4,3,5.411646052,3.737669618,1,10,2008,9,6,193500
20,3,3.044522438,14175,2,1,4,0,0,0,2,19,2,2,0,2,5,6,1956,1987,1,1,5,14,2,0,3,3,1,4,4,2,4,6.895682698,2,200,1188,1,4,1,4,1437,4.700480366,1437,1,0,1,1,1.098612289,1,3,6,5,4,2,2,0.693147181,6.356107661,4,3,5.717027701,1.386294361,1,11,2006,9,6,168000
30,3,4.382026635,11600,2,1,4,3,0,4,3,6,2,2,0,2,4,5,1922,1950,1,1,8,8,2,0,3,3,0,3,4,2,2,0.693147181,2,700,700,1,5,1,4,1180,4.700480366,1180,0,0,1,0,0.693147181,1,2,5,7,5,2,2,0,5.529429088,4,3,2.48490665,1.386294361,1,7,2006,9,6,137500
60,3,4.158883083,8633,2,1,4,3,0,2,3,5,2,2,0,5,6,5,2005,2005,1,1,12,13,2,0,4,3,2,5,4,2,7,5.262690189,2,545,738,1,5,1,4,738,6.603943825,1476,1,0,2,1,1.098612289,1,4,7,7,1,6,4,0.693147181,6.29156914,4,3,4.605170186,3.555348061,1,2,2009,9,6,173500
70,2,3.988984047,6629,2,1,4,3,0,4,3,7,0,2,0,5,6,6,1925,1950,2,1,13,14,2,0,3,4,0,4,4,2,5,6.311734809,2,121,672,1,3,0,4,697,6.510258341,1369,1,0,2,0,1.098612289,1,3,6,7,1,2,2,0,5.703782475,4,3,4.990432587,1.386294361,1,7,2009,9,6,103600
20,3,3.044522438,11250,2,1,3,3,0,4,3,24,2,2,0,2,6,6,1977,1977,1,1,9,10,2,0,4,3,1,5,4,2,6,6.642486801,2,441,1208,1,3,1,4,1208,4.700480366,1208,1,0,1,1,1.098612289,1,3,6,7,4,6,3,0.693147181,6.302618976,4,3,5.288267031,3.737669618,1,6,2006,9,6,165000
20,3,4.700480366,14442,2,1,4,3,0,4,3,6,2,2,0,2,6,7,1957,2004,3,1,5,5,1,4.663439094,3,3,2,4,4,2,7,7.07834158,2,291,1477,1,5,1,4,1839,4.700480366,1839,1,0,2,0,1.098612289,1,4,7,7,4,6,4,0.693147181,6.03068526,4,3,2.48490665,4.465908119,1,6,2007,9,6,257500
20,3,4.382026635,9200,2,1,4,3,0,4,3,12,2,2,0,2,6,6,1965,1965,1,1,6,6,2,0,3,3,1,4,4,2,4,6.793466133,2,244,1136,1,3,1,4,1136,4.700480366,1136,1,0,1,0,1.098612289,1,3,5,7,5,6,3,0,5.950642553,4,3,6.040254711,1.386294361,1,7,2008,9,6,140000
160,3,3.17805383,2289,2,1,4,3,0,4,3,13,2,2,3,5,6,6,1978,1978,1,1,9,2,2,0,3,3,1,4,4,2,6,5.739792912,2,544,855,1,3,1,4,855,6.37331979,1441,0,0,2,1,1.098612289,1,3,7,7,4,6,2,0.693147181,6.086774727,4,3,3.33220451,1.386294361,1,4,2009,9,6,148500
70,4,4.094344562,9600,2,3,4,3,0,4,3,17,2,2,0,5,4,2.236944456,1900,1950,1,1,0,12,2,0,3,3,0,4,3,2,2,0.693147181,2,1095,1095,2,2,0,4,1095,6.520621128,1774,1,0,2,0,1.386294361,2,3,8,5,1,7,2,1.098612289,6.658011046,3,1,2.48490665,1.386294361,1,5,2006,9,6,87000
30,3,3.951243719,9022,2,1,4,3,0,4,3,17,2,2,0,2,5,8,1924,2006,1,1,12,13,2,0,4,3,0,4,4,2,2,0.693147181,2,768,768,1,5,1,4,792,4.700480366,792,0,0,1,0,0.693147181,1,4,5,7,1,2,2,0,5.480638923,3,1,5.755742214,1.386294361,1,5,2009,9,6,109500
20,3,4.382026635,11844,2,1,3,3,0,4,3,22,2,2,0,2,8,5,2008,2008,3,1,12,13,3,6.037274083,4,3,2,6,4,3,2,0.693147181,2,1685.5,2046,1,5,1,4,2046,4.700480366,2046,0,0,2,1,1.098612289,1,4,7,7,5,6,4,1.098612289,6.726233402,4,3,5.774551546,4.406719247,1,7,2009,7,1,340037.5
20,3,3.044522438,9945,2,1,3,3,0,4,3,19,2,2,0,2,5,5,1961,1961,3,1,13,14,1,4.043051268,3,3,1,4,4,2,4,6.717804695,2,161,988,1,3,1,4,988,4.700480366,988,1,0,1,0,1.098612289,1,3,5,7,1,2,2,0.693147181,6.349138991,4,3,2.48490665,1.386294361,1,10,2007,9,6,128500
120,3,3.912023005,8012,2,1,4,3,0,4,3,20,2,2,4,2,6,5,1980,1980,1,1,9,10,2,0,3,3,1,5,4,2,5,6.29710932,5,261,923,1,3,1,4,923,4.700480366,923,0,0,2,0,0.693147181,1,3,5,7,4,6,3,0,5.575949103,4,3,4.382026635,1.386294361,1,5,2010,9,6,143000
50,2,4.007333185,4500,2,2,2,0,0,4,3,18,2,2,0,0,5,5,1932,2000,1,1,12,12,2,0,3,3,0,4,4,2,4,5.204006687,2,611,793,1,5,1,4,848,6.510258341,1520,0,0,1,0,1.098612289,1,3,6,7,1,2,2,0,5.638354669,4,3,2.48490665,1.386294361,1,7,2009,9,5,159434
120,3,3.044522438,2887,2,1,4,1,0,4,3,4,2,2,0,2,6,5,1996,1997,1,1,13,14,2,0,3,3,2,5,4,3,7,6.910750788,2,288,1291,1,5,1,4,1291,4.700480366,1291,1,0,1,0,0.693147181,1,4,6,7,5,6,2,0.693147181,6.06610809,4,3,5.726847748,1.386294361,1,11,2008,9,6,173000
20,3,4.49980967,11248,2,1,3,3,0,0,3,5,2,2,0,2,9,5,2002,2002,3,1,12,13,3,5.370638028,4,3,2,5,4,4,7,6.965080346,2,567,1626,1,5,1,4,1668,4.700480366,1668,1,0,2,0,1.098612289,1,4,7,7,4,6,4,1.098612289,6.553933404,4,3,5.549076085,3.80666249,1,7,2007,9,6,285000
60,3,4.060443011,16770,2,1,2,3,0,1,3,15,2,2,0,5,7,5,1998,1998,1,1,12,13,1,3.401197382,4,3,2,5,4,2,2,0.693147181,2,1195,1195,1,4,1,4,1195,6.467698726,1839,0,0,2,1,1.386294361,1,3,7,7,1,6,4,0.693147181,6.186208624,4,3,2.48490665,4.394449155,1,6,2010,9,6,221000
160,3,3.044522438,5062,2,1,3,3,0,1,3,22,2,2,4,5,7,5,1984,1984,1,1,6,6,2,0,4,3,1,5,4,3,7,6.719013154,3,180,1190,1,4,1,4,1190,6.802394763,2090,1,0,2,0,1.098612289,1,4,6,6,4,6,4,0.693147181,6.357842267,4,3,5.38907173,1.386294361,1,9,2007,9,6,207500
60,1,4.430816799,10207,2,1,4,3,0,4,3,21,2,2,0,5,7,6,2007,2007,1,1,12,13,2,0,4,3,2,5,4,2,2,0.693147181,2,874,874,1,5,1,4,874,6.787844982,1761,0,0,3,0,1.098612289,1,4,7,7,1,6,4,0.693147181,6.359573869,4,3,4.9698133,4.65396035,1,8,2007,7,1,227875
160,1,3.044522438,5105,2,1,2,3,0,2,3,21,2,2,4,5,7,5,2004,2004,1,1,8,8,2,0,4,3,2,5,4,2,7,5.476463552,2,312,551,1,5,1,4,551,6.311734809,1102,0,0,2,1,0.693147181,1,4,4,7,1,2,2,0.693147181,6.173786104,4,3,2.48490665,4.094344562,1,3,2007,9,6,148800
20,3,4.094344562,8089,2,1,4,1,0,4,3,22,2,2,0,2,8,6,2007,2007,1,1,8,8,1,0,4,3,2,5,4,4,7,6.851184927,2,474,1419,1,5,1,4,1419,4.700480366,1419,1,0,2,0,0.693147181,1,4,7,7,5,6,3,0.693147181,6.340359304,4,3,4.941642423,1.386294361,1,10,2007,7,1,340037.5
120,3,4.110873864,7577,2,1,3,3,0,0,3,16,2,2,4,2,6,5,2005,2006,1,1,12,13,3,5.545177444,4,3,2,5,4,4,6,2.995732274,2,1342,1362,1,5,1,4,1362,4.700480366,1362,0,0,2,0,0.693147181,1,4,6,7,5,6,3,0.693147181,6.131226489,4,3,5.257495372,3.33220451,1,6,2007,9,6,194700
120,4,3.044522438,4426,2,1,4,3,0,4,3,5,2,2,4,2,6,5,2004,2004,1,1,12,13,1,4.990432587,4,3,2,5,4,5,7,6.546785411,2,151,848,1,5,1,4,848,4.700480366,848,1,0,1,0,0,1,4,3,7,4,6,3,0.693147181,6.040254711,4,3,5.003946306,1.386294361,1,5,2008,9,6,141000
60,3,4.644390899,17673.5,2,1,3,3,0,0,3,15,2,2,0,5,10,6,1994,1995,1,7,6,6,1,6.037274083,5,3,2,6,4,5,7,7.28276118,2,989,2052,1,5,1,4,2155.125,7.50659178,2747.625,0,1,3,1,1.386294361,1,5,10,7,6,6,4,1.098612289,6.723832441,4,3,5.945420609,3.912023005,1,1,2007,9,6,340037.5
60,3,3.737669618,17673.5,2,1,3,3,0,4,2,23,2,2,0,5,7,5,1989,1990,3,1,8,8,1,5.680172609,4,3,2,5,4,5,7,6.872128101,2,245,1210,1,5,1,4,1238,7.155396302,2519,1,0,2,1,1.386294361,1,4,9,7,5,6,3,0.693147181,6.442540166,4,3,5.768320996,3.295836866,1,4,2006,9,6,335000
30,3,4.094344562,5400,2,1,4,3,0,0,1,17,2,2,0,2,5,6,1921,1968,1,1,8,8,2,0,3,3,0,4,4,2,2,0.693147181,2,1073,1073,1,5,1,4,1073,4.700480366,1073,0,0,1,0,0.693147181,1,3,4,7,1,2,2,0,5.786897381,4,3,2.48490665,1.386294361,1,12,2006,9,5,108480
50,4,3.931825633,6120,2,1,4,3,0,0,3,3,2,2,0,0,5,6,1936,1950,1,1,13,14,2,0,3,2,0,4,4,2,2,0.693147181,2,927,927,1,3,1,4,1067,6.156978986,1539,0,0,1,1,1.098612289,1,3,5,7,1,2,2,0.693147181,6.356107661,4,3,4.718498871,1.386294361,4,4,2009,9,6,141500
20,3,3.988984047,13811,2,1,3,3,0,4,3,23,2,2,0,2,6,6,1987,1987,1,1,6,6,1,4.276666119,3,3,1,5,5,2,7,6.887552572,3,92,1112,1,4,1,4,1137,4.700480366,1137,1,0,2,0,0.693147181,1,4,5,7,4,6,2,0.693147181,6.311734809,4,3,4.828313737,1.386294361,1,7,2006,9,6,176000
30,4,3.912023005,6000,2,1,4,3,0,4,3,3,2,2,0,2,5,7,1921,1950,1,1,13,15,2,0,3,3,1,4,4,2,3,6.423246964,2,0,616,1,4,1,4,616,4.700480366,616,0,0,1,0,0.693147181,1,3,4,7,1,2,2,0,5.323009979,4,3,2.48490665,1.386294361,1,6,2006,9,6,89000
20,3,4.043051268,6420,2,1,3,3,0,4,3,7,2,2,0,2,5,7,1952,1952,1,1,13,14,2,0,3,3,2,6,5,3,3,5.347107531,6,219,980,1,2,1,0,1148,4.700480366,1148,0,1,1,0,0.693147181,1,3,6,7,1,2,2,0,5.730099783,4,3,2.48490665,1.386294361,1,9,2006,9,6,123500
20,3,4.17438727,8450,2,1,4,3,0,4,3,19,5,2,0,2,5,8,1965,2009,1,1,8,8,2,0,3,4,1,4,4,2,7,6.315358002,5,224,894,1,5,1,4,894,4.700480366,894,1,0,1,0,1.098612289,1,3,5,7,5,2,2,0,5.81711116,4,3,6.03068526,4.9698133,4,4,2010,9,6,138500
120,1,4.077537444,4282,2,2,2,3,0,4,3,21,2,2,4,2,7,5,2004,2004,1,1,8,8,2,0,4,3,2,5,4,3,7,2.772588722,2,1375,1391,1,5,1,4,1391,4.700480366,1391,0,0,2,0,0.693147181,1,4,5,7,1,6,3,0.693147181,6.272877007,4,3,5.049856007,5.062595033,1,7,2008,9,6,196000
20,3,4.442651256,14331,2,1,4,3,0,4,3,23,2,2,0,2,8,5,2002,2002,3,1,12,13,1,6.037274083,4,3,2,6,4,5,7,7.149916836,2,526,1800,1,5,1,4,1800,4.700480366,1800,1,0,2,0,1.098612289,1,4,7,7,5,6,4,1.098612289,6.639875834,4,3,5.598421959,4.356708827,1,5,2006,9,6,312500
20,3,4.382026635,9600,2,1,4,3,0,4,3,14,2,2,0,2,7,5,1969,1969,3,1,6,6,1,5.123963979,3,3,1,4,4,2,2,0.693147181,2,1164,1164,1,3,1,4,1164,4.700480366,1164,0,0,1,1,1.098612289,1,3,6,7,1,6,2,0.693147181,6.269096284,4,3,2.48490665,1.386294361,1,7,2006,6,6,140000
60,3,4.406719247,12438,2,1,3,3,0,4,3,22,2,2,0,5,8,5,2006,2006,3,1,12,13,1,6.037274083,5,3,2,6,5,2,2,0.693147181,2,1234,1234,1,5,1,4,1264,7.17930797,2576,0,0,2,1,1.386294361,1,5,10,7,5,4,4,1.098612289,6.501289671,4,3,5.780743516,4.605170186,1,7,2006,7,1,340037.5
190,4,4.33073334,7630,2,1,4,3,0,4,3,17,1,2,1,5,5,8.913740476,1900,1996,1,1,13,14,2,0,3,4,0,5,4,2,2,0.693147181,2,360,360,1,4,1,4,1032,6.65929392,1812,0,0,2,0,1.386294361,2,4,8,7,2,2,2,0.693147181,6.510258341,4,1,5.840641657,1.386294361,4,5,2010,9,6,140000
20,3,4.248495242,8400,2,1,4,3,0,4,3,5,2,2,0,2,7,5,2004,2005,1,1,12,13,1,4.691347882,4,3,2,5,4,4,7,6.568077911,2,761,1473,1,5,1,4,1484,4.700480366,1484,1,0,2,0,1.098612289,1,4,7,7,1,6,3,0.693147181,6.406879986,4,3,2.48490665,3.555348061,1,5,2010,9,6,213000
190,4,4.248495242,5600,2,1,4,3,0,4,3,9,2,2,1,5,4,5,1930,1950,3,1,12,15,2,0,2,2,3,1,1,1,1,0.693147181,1,0,42,1,2,0,4,372,6.579251212,1092,0,0,2,0,1.098612289,2,2,7,4,1,1,1,0,5.075173815,1,1,2.48490665,1.386294361,1,7,2010,9,6,55000
20,3,3.044522438,17673.5,2,1,2,2,0,1,1,4,2,2,0,2,7,5,1971,2002,1,1,9,10,3,5.860786223,3,3,1,5,4,5,7,7.105786129,2,424,1643,1,3,1,4,1824,4.700480366,1824,1,0,2,0,0.693147181,1,4,5,7,4,6,2,0.693147181,6.605297921,4,3,5.940171253,3.871201011,1,6,2007,9,6,302000
120,3,3.871201011,6240,2,1,4,3,0,4,3,16,2,2,4,2,8,5,2006,2006,3,1,8,8,1,5.170483995,4,3,2,5,4,2,7,6.760414691,2,461,1324,1,5,1,4,1324,4.700480366,1324,1,0,2,0,0.693147181,1,4,6,7,5,6,4,0.693147181,6.309918278,4,3,5.257495372,3.63758616,1,12,2009,9,6,254000
60,3,4.17438727,9018,2,1,3,3,0,4,3,8,2,2,0,5,7,5,2007,2007,3,1,12,13,2,0,4,3,2,5,4,4,2,0.693147181,2,728,728,1,5,1,4,728,6.590301048,1456,0,0,2,1,1.098612289,1,4,8,7,5,6,4,0.693147181,5.991464547,4,3,4.605170186,3.17805383,1,7,2007,7,1,179540
20,3,3.044522438,7162,2,1,3,3,0,4,3,19,2,2,0,2,5,7,1966,1966,1,1,6,6,0,3.713572067,3,3,2,4,4,2,2,0.693147181,2,876,876,1,3,1,4,904,4.700480366,904,0,0,1,0,1.098612289,1,3,6,7,1,6,2,0,6.011267174,4,3,2.48490665,1.386294361,4,12,2008,9,5,109900
30,3,4.025351691,4130,2,1,3,3,0,4,3,3,2,2,0,2,3,6,1935,2003,1,1,12,13,2,0,4,3,1,4,4,2,2,0.693147181,2,270,270,1,4,1,4,729,4.700480366,729,0,0,1,0,0.693147181,1,3,5,2,1,1,1,0,5.075173815,1,1,2.48490665,1.386294361,1,7,2008,9,6,52000
50,0,4.189654742,8712,2,2,4,1,0,4,2,9,2,2,0,0,4,7,1900,1950,1,1,8,8,2,0,3,3,4,4,4,3,2,0.693147181,2,859,859,1,4,1,4,859,5.765191103,1178,0,0,1,0,0.693147181,1,3,7,7,1,2,3,0,5.950642553,4,1,4.219507705,1.386294361,1,1,2010,9,5,102776
120,3,3.688879454,4671,2,1,3,1,0,4,3,22,2,2,4,2,8,5,1988,1989,1,1,6,6,2,0,4,3,2,5,4,3,7,6.642486801,2,461,1228,1,4,1,4,1228,4.700480366,1228,1,0,2,0,0.693147181,1,4,5,7,5,6,4,0.693147181,6.156978986,4,3,5.123963979,4.787491743,1,10,2008,9,6,189000
190,3,4.094344562,9873,2,1,4,3,0,4,3,3,6,2,1,2,4,5,1970,1970,1,1,6,6,1,5.075173815,3,3,1,4,4,4,6,6.670766321,2,171,960,2,3,0,4,960,4.700480366,960,1,0,1,0,1.098612289,1,3,6,7,1,2,2,0.693147181,6.356107661,4,3,2.48490665,5.135798437,1,5,2006,9,6,129000
60,3,3.044522438,13517,2,1,3,3,0,1,3,19,5,2,0,5,6,8,1976,2005,1,1,6,10,1,5.666426688,4,3,1,4,4,2,7,6.278521424,2,192,725,1,5,1,4,725,6.625392368,1479,0,0,2,1,1.098612289,1,4,6,7,1,6,3,0.693147181,6.163314804,4,3,2.48490665,3.784189634,1,3,2010,9,6,130500
20,3,4.356708827,10140,2,1,4,3,0,4,3,14,2,2,0,2,6,5,1974,1974,3,1,6,6,1,5.159055299,3,3,1,5,4,2,2,0.693147181,2,1064,1064,1,3,1,4,1350,4.700480366,1350,0,0,2,0,1.098612289,1,3,7,7,4,6,3,0.693147181,6.169610732,4,3,2.48490665,1.386294361,4,8,2009,9,6,165000
70,4,4.094344562,10800,2,3,4,0,0,4,3,17,2,2,0,5,7,8,1890,1998,1,1,13,13,2,0,3,4,0,4,4,2,2,0.693147181,2,718,718,1,5,1,4,1576,6.88550967,2554,0,0,1,1,1.098612289,1,3,8,7,1,2,2,0.693147181,6.556778356,4,2,2.48490665,3.871201011,1,7,2007,9,6,159500
20,3,4.382026635,10000,2,1,4,3,0,4,3,14,2,2,0,2,5,6,1973,2000,1,1,6,6,2,0,3,3,1,5,4,2,5,6.988413182,2,92,1176,1,4,1,4,1178,4.700480366,1178,0,1,1,1,1.098612289,1,4,5,7,3,6,2,0.693147181,6.084499413,4,3,5.411646052,1.386294361,4,11,2008,9,6,157000
60,3,4.564348191,10542,2,1,4,3,0,4,3,15,2,2,0,5,7,5,1993,1994,3,1,13,7,1,6.037274083,4,3,2,5,4,5,7,7.067319849,2,138,1311,1,5,1,4,1325,6.996681488,2418,1,0,2,1,1.098612289,1,4,9,7,4,6,3,1.098612289,6.844016438,4,3,5.521460918,5.036952602,1,8,2008,9,6,340037.5
20,3,4.234106505,9920,2,1,3,3,0,4,3,5,2,2,0,2,5,6,1969,1969,1,1,6,10,2,0,3,3,1,5,4,5,6,6.259581464,2,448,971,1,3,1,4,971,4.700480366,971,0,0,1,1,1.098612289,1,3,5,7,2,6,2,0,5.703782475,4,3,2.48490665,1.386294361,1,5,2006,9,6,128500
120,3,3.044522438,6563,2,1,3,2,0,1,2,22,2,2,0,2,8,5,1985,1985,1,1,6,6,2,0,4,3,2,5,4,5,7,7.045776577,2,594,1742,1,3,1,4,1742,4.700480366,1742,1,0,2,0,0.693147181,1,4,5,7,4,6,3,0.693147181,6.335054251,4,3,4.736198448,3.33220451,1,12,2006,9,6,275000
120,4,3.044522438,4426,2,1,4,3,0,4,3,5,2,2,4,2,6,5,2004,2004,1,1,12,13,1,5.129898715,4,3,2,5,4,4,7,6.495265556,2,186,848,1,5,1,4,848,4.700480366,848,1,0,1,0,0,1,4,3,7,1,6,3,0.693147181,6.040254711,4,3,5.075173815,1.386294361,1,5,2010,9,6,143000
